1 18.77 154.30 1418.78
2 9.48 75.86 717.09
4 4.90 39.64 372.81
6 3.65 31.41 278.41
8 2.86 24.94 225.18
10 3.41 26.57 226.27
12 3.12 23.92 197.68
14 3.32 23.74 198.10
16 2.95 22.88 188.37
