1 9.86 83.02 807.98
2 5.01 40.14 416.48
4 2.58 20.58 211.65
6 1.87 16.32 153.00	
8 1.52 13.24 124.92
10 1.92 13.82 123.39
12 1.67 12.52 106.26
14 1.72 12.29 105.56
16 1.52 11.95 101.45
