1 14.30 118.54 1113.60
2 7.24 57.93 260.59
4 3.74 30.08 128.16
6 2.76 23.66 89.67
8 2.19 20.06 73.43
10 2.72 18.30 68.69
12 2.42 17.93 58.80
14 2.56 23.74 58.93
16 2.24 17.41 56.46
