1 5.30 46.47 864.47
2 2.65 23.37 465.85
4 1.37 12.01 234.35
6 0.96 8.32 159.61
8 0.78 6.90 126.92
10 0.97 7.66 100.31
12 0.82 7.08 96.34
14 0.87 7.11 90.65
16 0.76 6.90 81.90
