1 14.35 124.89 1119.19
2 7.22 61.03 580.29
4 3.71 31.82 293.17
6 2.70 24.52 225.06
8 2.11 19.98 174.53
10 2.58 20.91 174.88
12 2.43 18.94 153.63
14 2.61 18.75 154.75
16 2.17 18.13  145.57
