1 18.81 161.19 1424.16
2 9.45 79.22 732.58
4 4.86 41.56 374.69
6 3.58 32.47 288.61
8 2.76 26.10 226.10
10 3.28 27.78 226.26
12 3.11 24.85 200.33
14 3.59 24.93 202.18
16 2.87 23.75 189.87
