1 5.22 47.48 486.56
2 2.62 23.02 272.22
4 1.36 11.72 130.17
6 0.97 8.98 99.07
8 0.78 7.37 70.49
10 0.97 7.62 67.74
12 0.88 6.86 59.27
14 0.91 6.72 60.12
16 0.77 6.65 55.39
