1 23.12 197.06 1721.89
2 11.61 97.31 881.31
4 5.97 51.19 454.02
6 4.69 40.36 355.30
8 3.38 32.12 276.05
10 3.93 34.54 279.30
12 4.07 31.54 247.17
14 4.38 31.59 252.52
16 3.63 29.32 233.79
